smiles,logP,qed,SAS,Canonical_SMILES,Random_SMILES_1,Random_SMILES_2,NonIsomeric_SMILES,Kekule_SMILES,SMILES_with_Hs,Branchless_SMILES,SMILES_2D
"Cc1nccn1Cc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1
",4.28282,0.556334432,2.125334336,Cc1nccn1Cc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1,c1ccc(cc1-n1cccc1)C(=O)Nc1ccc(Cn2ccnc2C)cc1,Cc1n(Cc2ccc(cc2)NC(c2cc(-n3cccc3)ccc2)=O)ccn1,Cc1nccn1Cc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1,CC1=NC=CN1CC1=CC=C(NC(=O)C2=CC=CC(N3C=CC=C3)=C2)C=C1,[CH3][c]1[n][cH][cH][n]1[CH2][c]1[cH][cH][c]([NH][C](=[O])[c]2[cH][cH][cH][c](-[n]3[cH][cH][cH][cH]3)[cH]2)[cH][cH]1,Cc1nccn1Cc1cccNC=Oc2cccc-n3cccc3c2cc1,Cc1nccn1Cc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1
"Cc1cccc([S@@](=O)Cc2ccc(N)c(F)c2)c1
",3.02412,0.855524842,2.783712035,Cc1cccc([S@@](=O)Cc2ccc(N)c(F)c2)c1,[S@](c1cc(ccc1)C)(Cc1ccc(c(c1)F)N)=O,Cc1cccc(c1)[S@](Cc1cc(c(cc1)N)F)=O,Cc1cccc(S(=O)Cc2ccc(N)c(F)c2)c1,CC1=CC=CC([S@@](=O)CC2=CC=C(N)C(F)=C2)=C1,[CH3][c]1[cH][cH][cH][c]([S@@](=[O])[CH2][c]2[cH][cH][c]([NH2])[c]([F])[cH]2)[cH]1,Cc1cccc[S@@]=OCc2cccNcFc2c1,Cc1cccc([S@@](=O)Cc2ccc(N)c(F)c2)c1
"CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1
",1.3352,0.869360962,3.772268723,CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1,CC(C)C[C@@H](C[NH3+])c1onc(C2CCOCC2)n1,C1CC(c2nc(on2)[C@@H](CC(C)C)C[NH3+])CCO1,CC(C)CC(C[NH3+])c1nc(C2CCOCC2)no1,CC(C)C[C@@H](C[NH3+])C1=NC(C2CCOCC2)=NO1,[CH3][CH]([CH3])[CH2][C@@H]([CH2][NH3+])[c]1[n][c]([CH]2[CH2][CH2][O][CH2][CH2]2)[n][o]1,CCCC[C@@H]C[NH3+]c1ncC2CCOCC2no1,CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1
"CC1=NC(SCC(=O)Nc2ccccc2C(F)(F)F)=NC(=O)[C@H]1Cc1ccccc1
",4.5931,0.716560087,3.12968095,CC1=NC(SCC(=O)Nc2ccccc2C(F)(F)F)=NC(=O)[C@H]1Cc1ccccc1,O=C(Nc1c(cccc1)C(F)(F)F)CSC1N=C(C)[C@@H](C(N=1)=O)Cc1ccccc1,N(C(=O)CSC1N=C([C@H](Cc2ccccc2)C(=O)N=1)C)c1ccccc1C(F)(F)F,CC1=NC(SCC(=O)Nc2ccccc2C(F)(F)F)=NC(=O)C1Cc1ccccc1,CC1=NC(SCC(=O)NC2=CC=CC=C2C(F)(F)F)=NC(=O)[C@H]1CC1=CC=CC=C1,[CH3][C]1=[N][C]([S][CH2][C](=[O])[NH][c]2[cH][cH][cH][cH][c]2[C]([F])([F])[F])=[N][C](=[O])[C@H]1[CH2][c]1[cH][cH][cH][cH][cH]1,CC1=NCSCC=ONc2ccccc2CFFF=NC=O[C@H]1Cc1ccccc1,CC1=NC(SCC(=O)Nc2ccccc2C(F)(F)F)=NC(=O)[C@H]1Cc1ccccc1
"Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1
",0.89472,0.645353964,3.111373978,Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1,Fc1ccc(c(NC(=O)C(=O)NCCCn2cc[nH+]c2)c1)C,c1c[nH+]cn1CCCNC(C(Nc1c(ccc(F)c1)C)=O)=O,Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1,CC1=CC=C(F)C=C1NC(=O)C(=O)NCCCN1C=C[NH+]=C1,[CH3][c]1[cH][cH][c]([F])[cH][c]1[NH][C](=[O])[C](=[O])[NH][CH2][CH2][CH2][n]1[cH][cH][nH+][cH]1,Cc1cccFcc1NC=OC=ONCCCn1cc[nH+]c1,Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1
"COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC
",2.7385,0.814441847,2.973649412,COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC,O(C)c1c(cccc1Br)C[NH2+]Cc1cccc(OC)c1OC,c1(cccc(c1OC)OC)C[NH2+]Cc1c(c(Br)ccc1)OC,COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC,COC1=CC=CC(C[NH2+]CC2=CC=CC(Br)=C2OC)=C1OC,[CH3][O][c]1[cH][cH][cH][c]([CH2][NH2+][CH2][c]2[cH][cH][cH][c]([Br])[c]2[O][CH3])[c]1[O][CH3],COc1ccccC[NH2+]Cc2ccccBrc2OCc1OC,COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC
"Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1
",2.9689,0.413006962,2.47645882,Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1,s1c(NC(=O)CSc2nc(N)cc([nH]2)=O)nc(c1)-c1ccc(Br)cc1,c1c(nc(SCC(=O)Nc2nc(-c3ccc(cc3)Br)cs2)[nH]c1=O)N,Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1,NC1=CC(=O)NC(SCC(=O)NC2=NC(C3=CC=C(Br)C=C3)=CS2)=N1,[NH2][c]1[cH][c](=[O])[nH][c]([S][CH2][C](=[O])[NH][c]2[n][c](-[c]3[cH][cH][c]([Br])[cH][cH]3)[cH][s]2)[n]1,Nc1cc=O[nH]cSCC=ONc2nc-c3cccBrcc3cs2n1,Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1
"CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1
",2.2506,0.829138736,2.713750986,CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1,C(NC(C)(C)C(=O)N(CC)Cc1nc(no1)CC)(=O)c1cccs1,n1c(CN(CC)C(=O)C(C)(C)NC(c2cccs2)=O)onc1CC,CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1,CCC1=NOC(CN(CC)C(=O)C(C)(C)NC(=O)C2=CC=CS2)=N1,[CH3][CH2][c]1[n][o][c]([CH2][N]([CH2][CH3])[C](=[O])[C]([CH3])([CH3])[NH][C](=[O])[c]2[cH][cH][cH][s]2)[n]1,CCc1nocCNCCC=OCCCNC=Oc2cccs2n1,CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1
"CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O
",1.0607,0.621705527,3.187020306,CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O,C([C@](C)(O)CNC(=O)CC[C@H](C)O)C(C)C,C[C@@](O)(CNC(=O)CC[C@@H](O)C)CC(C)C,CC(C)CC(C)(O)CNC(=O)CCC(C)O,CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O,[CH3][CH]([CH3])[CH2][C@]([CH3])([OH])[CH2][NH][C](=[O])[CH2][CH2][C@H]([CH3])[OH],CCCC[C@]COCNC=OCC[C@H]CO,CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O
"C=C[C@@H](C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C
",2.82436,0.511419571,3.2779809,C=C[C@@H](C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C,C(=O)(N[C@H](C)C=C)c1c(C)cc(c(c1C)[N+]([O-])=O)C,c1([N+]([O-])=O)c(C)c(c(C)cc1C)C(N[C@H](C)C=C)=O,C=CC(C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C,C=C[C@@H](C)NC(=O)C1=C(C)C=C(C)C([N+](=O)[O-])=C1C,[CH2]=[CH][C@@H]([CH3])[NH][C](=[O])[c]1[c]([CH3])[cH][c]([CH3])[c]([N+](=[O])[O-])[c]1[CH3],C=C[C@@H]CNC=Oc1cCccCc[N+]=O[O-]c1C,C=C[C@@H](C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C
"O=C(Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1)[C@H]1CC(=O)N(c2ccc(F)c(Cl)c2)C1
",2.928,0.608792009,3.037905214,O=C(Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1)[C@H]1CC(=O)N(c2ccc(F)c(Cl)c2)C1,Clc1cc(ccc1F)N1C(=O)C[C@@H](C1)C(Nc1ccc(cc1)S(=O)(=O)NC[C@@H]1CCCO1)=O,c1(c(Cl)cc(cc1)N1C(=O)C[C@H](C(Nc2ccc(cc2)S(=O)(NC[C@@H]2CCCO2)=O)=O)C1)F,O=C(Nc1ccc(S(=O)(=O)NCC2CCCO2)cc1)C1CC(=O)N(c2ccc(F)c(Cl)c2)C1,O=C(NC1=CC=C(S(=O)(=O)NC[C@@H]2CCCO2)C=C1)[C@H]1CC(=O)N(C2=CC=C(F)C(Cl)=C2)C1,[O]=[C]([NH][c]1[cH][cH][c]([S](=[O])(=[O])[NH][CH2][C@@H]2[CH2][CH2][CH2][O]2)[cH][cH]1)[C@H]1[CH2][C](=[O])[N]([c]2[cH][cH][c]([F])[c]([Cl])[cH]2)[CH2]1,O=CNc1cccS=O=ONC[C@@H]2CCCO2cc1[C@H]1CC=ONc2cccFcClc2C1,O=C(Nc1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1)[C@H]1CC(=O)N(c2ccc(F)c(Cl)c2)C1
"CC1(C)CCC[C@H]1N1C(=O)c2cccc(N)c2C1=O
",2.4435,0.621111214,3.110141659,CC1(C)CCC[C@H]1N1C(=O)c2cccc(N)c2C1=O,c1c(N)c2c(cc1)C(=O)N([C@H]1C(CCC1)(C)C)C2=O,CC1(CCC[C@H]1N1C(c2cccc(N)c2C1=O)=O)C,CC1(C)CCCC1N1C(=O)c2cccc(N)c2C1=O,CC1(C)CCC[C@H]1N1C(=O)C2=CC=CC(N)=C2C1=O,[CH3][C]1([CH3])[CH2][CH2][CH2][C@H]1[N]1[C](=[O])[c]2[cH][cH][cH][c]([NH2])[c]2[C]1=[O],CC1CCCC[C@H]1N1C=Oc2ccccNc2C1=O,CC1(C)CCC[C@H]1N1C(=O)c2cccc(N)c2C1=O
"CCCNC(=O)NC(=O)CN1C(=O)N[C@](Cc2ccccc2)(c2ccccc2)C1=O
",1.9122,0.612078591,2.687558461,CCCNC(=O)NC(=O)CN1C(=O)N[C@](Cc2ccccc2)(c2ccccc2)C1=O,N1C(=O)N(C(=O)[C@@]1(Cc1ccccc1)c1ccccc1)CC(=O)NC(NCCC)=O,N(C(CN1C([C@@](NC1=O)(Cc1ccccc1)c1ccccc1)=O)=O)C(=O)NCCC,CCCNC(=O)NC(=O)CN1C(=O)NC(Cc2ccccc2)(c2ccccc2)C1=O,CCCNC(=O)NC(=O)CN1C(=O)N[C@](CC2=CC=CC=C2)(C2=CC=CC=C2)C1=O,[CH3][CH2][CH2][NH][C](=[O])[NH][C](=[O])[CH2][N]1[C](=[O])[NH][C@]([CH2][c]2[cH][cH][cH][cH][cH]2)([c]2[cH][cH][cH][cH][cH]2)[C]1=[O],CCCNC=ONC=OCN1C=ON[C@]Cc2ccccc2c2ccccc2C1=O,CCCNC(=O)NC(=O)CN1C(=O)N[C@](Cc2ccccc2)(c2ccccc2)C1=O
"O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)CC1
",4.4019,0.683455325,2.003891089,O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)CC1,c1(NC(N2CCN(CC2)C(COc2c(cc(Cl)c(Cl)c2)Cl)=O)=O)ccccc1,C1CN(CCN1C(Nc1ccccc1)=O)C(=O)COc1c(cc(Cl)c(c1)Cl)Cl,O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)CC1,O=C(COC1=CC(Cl)=C(Cl)C=C1Cl)N1CCN(C(=O)NC2=CC=CC=C2)CC1,[O]=[C]([CH2][O][c]1[cH][c]([Cl])[c]([Cl])[cH][c]1[Cl])[N]1[CH2][CH2][N]([C](=[O])[NH][c]2[cH][cH][cH][cH][cH]2)[CH2][CH2]1,O=CCOc1ccClcClcc1ClN1CCNC=ONc2ccccc2CC1,O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)CC1
"CCc1nc2n(n1)C[C@H]([NH2+]CCNS(=O)(=O)c1ccccc1)CC2
",-0.3028,0.693996543,3.864822831,CCc1nc2n(n1)C[C@H]([NH2+]CCNS(=O)(=O)c1ccccc1)CC2,c1cc(ccc1)S(=O)(NCC[NH2+][C@H]1Cn2nc(nc2CC1)CC)=O,C(c1nc2CC[C@H](Cn2n1)[NH2+]CCNS(=O)(=O)c1ccccc1)C,CCc1nc2n(n1)CC([NH2+]CCNS(=O)(=O)c1ccccc1)CC2,CCC1=NN2C[C@H]([NH2+]CCNS(=O)(=O)C3=CC=CC=C3)CCC2=N1,[CH3][CH2][c]1[n][c]2[n]([n]1)[CH2][C@H]([NH2+][CH2][CH2][NH][S](=[O])(=[O])[c]1[cH][cH][cH][cH][cH]1)[CH2][CH2]2,CCc1nc2nn1C[C@H][NH2+]CCNS=O=Oc1ccccc1CC2,CCc1nc2n(n1)C[C@H]([NH2+]CCNS(=O)(=O)c1ccccc1)CC2
"CCCCN(C(=O)c1oc2ccccc2c1C)c1c(N)n(CCC)c(=O)[nH]c1=O
",3.03032,0.627812914,2.522631845,CCCCN(C(=O)c1oc2ccccc2c1C)c1c(N)n(CCC)c(=O)[nH]c1=O,o1c2ccccc2c(C)c1C(=O)N(CCCC)c1c(N)n(c(=O)[nH]c1=O)CCC,Nc1c(c([nH]c(n1CCC)=O)=O)N(CCCC)C(=O)c1oc2c(c1C)cccc2,CCCCN(C(=O)c1oc2ccccc2c1C)c1c(N)n(CCC)c(=O)[nH]c1=O,CCCCN(C(=O)C1=C(C)C2=CC=CC=C2O1)C1=C(N)N(CCC)C(=O)NC1=O,[CH3][CH2][CH2][CH2][N]([C](=[O])[c]1[o][c]2[cH][cH][cH][cH][c]2[c]1[CH3])[c]1[c]([NH2])[n]([CH2][CH2][CH3])[c](=[O])[nH][c]1=[O],CCCCNC=Oc1oc2ccccc2c1Cc1cNnCCCc=O[nH]c1=O,CCCCN(C(=O)c1oc2ccccc2c1C)c1c(N)n(CCC)c(=O)[nH]c1=O
"CCCn1c(S[C@H](C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O
",3.7491,0.480270378,2.860349631,CCCn1c(S[C@H](C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O,c1(sc2nc(n(c(=O)c2c1)CCC)S[C@@H](c1ccccc1)C(N)=O)CC,n1c(S[C@H](C(N)=O)c2ccccc2)n(c(c2c1sc(CC)c2)=O)CCC,CCCn1c(SC(C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O,CCCN1C(S[C@H](C(N)=O)C2=CC=CC=C2)=NC2=C(C=C(CC)S2)C1=O,[CH3][CH2][CH2][n]1[c]([S][C@H]([C]([NH2])=[O])[c]2[cH][cH][cH][cH][cH]2)[n][c]2[s][c]([CH2][CH3])[cH][c]2[c]1=[O],CCCn1cS[C@H]CN=Oc2ccccc2nc2scCCcc2c1=O,CCCn1c(S[C@H](C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O
"COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1
",1.8817,0.785153722,1.925138388,COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,C(CN1CCN(c2c(O)cccc2)CC1)(=O)NCCc1cc(ccc1)OC,c1c(O)c(ccc1)N1CCN(CC(NCCc2cccc(OC)c2)=O)CC1,COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,COC1=CC=CC(CCNC(=O)CN2CCN(C3=CC=CC=C3O)CC2)=C1,[CH3][O][c]1[cH][cH][cH][c]([CH2][CH2][NH][C](=[O])[CH2][N]2[CH2][CH2][N]([c]3[cH][cH][cH][cH][c]3[OH])[CH2][CH2]2)[cH]1,COc1ccccCCNC=OCN2CCNc3ccccc3OCC2c1,COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1
"c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1
",4.1024,0.7514071,2.137431213,c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1,c1(NCc2nnc(C3CCC3)o2)cccc2c1cccc2,c1(nnc(o1)CNc1c2ccccc2ccc1)C1CCC1,c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1,C1=CC=C2C(NCC3=NN=C(C4CCC4)O3)=CC=CC2=C1,[cH]1[cH][cH][c]2[c]([NH][CH2][c]3[n][n][c]([CH]4[CH2][CH2][CH2]4)[o]3)[cH][cH][cH][c]2[cH]1,c1ccc2cNCc3nncC4CCC4o3cccc2c1,c1ccc2c(NCc3nnc(C4CCC4)o3)cccc2c1
"CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2cccc(Cl)c2)[C@H](C)N=N1
",0.6796,0.771738159,4.783832521,CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2cccc(Cl)c2)[C@H](C)N=N1,O=C(C1[C@H](c2cc(ccc2)Cl)N(CC[NH+](C)C)C(=O)C=1[O-])C1=C(C)N=N[C@H]1C,N1(CC[NH+](C)C)[C@H](C(C(C2[C@H](C)N=NC=2C)=O)=C([O-])C1=O)c1cccc(c1)Cl,CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)C2c2cccc(Cl)c2)C(C)N=N1,CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2C2=CC=CC(Cl)=C2)[C@H](C)N=N1,[CH3][C]1=[C]([C](=[O])[C]2=[C]([O-])[C](=[O])[N]([CH2][CH2][NH+]([CH3])[CH3])[C@H]2[c]2[cH][cH][cH][c]([Cl])[cH]2)[C@H]([CH3])[N]=[N]1,CC1=CC=OC2=C[O-]C=ONCC[NH+]CC[C@H]2c2ccccClc2[C@H]CN=N1,CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2cccc(Cl)c2)[C@H](C)N=N1
"CCOc1ccc([C@@H]2Nc3ccc(C(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)cc1
",4.6136,0.771802746,3.285554082,CCOc1ccc([C@@H]2Nc3ccc(C(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)cc1,CN(C(=O)c1ccc2N[C@H]([C@H]3[C@H](C=CC3)c2c1)c1ccc(cc1)OCC)C,C(=O)(c1cc2c(N[C@@H](c3ccc(OCC)cc3)[C@@H]3CC=C[C@@H]32)cc1)N(C)C,CCOc1ccc(C2Nc3ccc(C(=O)N(C)C)cc3C3C=CCC32)cc1,CCOC1=CC=C([C@@H]2NC3=CC=C(C(=O)N(C)C)C=C3[C@H]3C=CC[C@H]32)C=C1,[CH3][CH2][O][c]1[cH][cH][c]([C@@H]2[NH][c]3[cH][cH][c]([C](=[O])[N]([CH3])[CH3])[cH][c]3[C@H]3[CH]=[CH][CH2][C@H]32)[cH][cH]1,CCOc1ccc[C@@H]2Nc3cccC=ONCCcc3[C@H]3C=CC[C@@H]23cc1,CCOc1ccc([C@@H]2Nc3ccc(C(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)cc1
"COc1ccc(Cc2sc(NC(=O)[C@H]3COc4ccccc4O3)nc2C)cc1
",3.82942,0.68774114,2.719348222,COc1ccc(Cc2sc(NC(=O)[C@H]3COc4ccccc4O3)nc2C)cc1,[C@H]1(Oc2ccccc2OC1)C(Nc1sc(c(C)n1)Cc1ccc(cc1)OC)=O,c1(C)c(sc(n1)NC([C@H]1COc2ccccc2O1)=O)Cc1ccc(cc1)OC,COc1ccc(Cc2sc(NC(=O)C3COc4ccccc4O3)nc2C)cc1,COC1=CC=C(CC2=C(C)N=C(NC(=O)[C@H]3COC4=CC=CC=C4O3)S2)C=C1,[CH3][O][c]1[cH][cH][c]([CH2][c]2[s][c]([NH][C](=[O])[C@H]3[CH2][O][c]4[cH][cH][cH][cH][c]4[O]3)[n][c]2[CH3])[cH][cH]1,COc1cccCc2scNC=O[C@H]3COc4ccccc4O3nc2Ccc1,COc1ccc(Cc2sc(NC(=O)[C@H]3COc4ccccc4O3)nc2C)cc1
"Cc1cnc2nc(C[C@H](O)C(F)(F)F)[nH]c2c1
",1.73202,0.853053603,3.281488047,Cc1cnc2nc(C[C@H](O)C(F)(F)F)[nH]c2c1,[nH]1c2cc(cnc2nc1C[C@H](O)C(F)(F)F)C,FC(F)([C@@H](O)Cc1[nH]c2cc(cnc2n1)C)F,Cc1cnc2nc(CC(O)C(F)(F)F)[nH]c2c1,CC1=CN=C2N=C(C[C@H](O)C(F)(F)F)NC2=C1,[CH3][c]1[cH][n][c]2[n][c]([CH2][C@H]([OH])[C]([F])([F])[F])[nH][c]2[cH]1,Cc1cnc2ncC[C@H]OCFFF[nH]c2c1,Cc1cnc2nc(C[C@H](O)C(F)(F)F)[nH]c2c1
"CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl
",2.476,0.840638676,2.336620924,CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl,C(C(N(CC(O)(C)C)CC)=O)OCc1c(cccc1)Cl,c1cccc(COCC(N(CC)CC(C)(C)O)=O)c1Cl,CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl,CCN(CC(C)(C)O)C(=O)COCC1=CC=CC=C1Cl,[CH3][CH2][N]([CH2][C]([CH3])([CH3])[OH])[C](=[O])[CH2][O][CH2][c]1[cH][cH][cH][cH][c]1[Cl],CCNCCCCOC=OCOCc1ccccc1Cl,CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl
"O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1
",2.2737,0.790739314,3.277232804,O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1,C1[NH+](CC(F)F)CCC(NC(=O)Nc2cccc3c2cccc3)C1,C1[NH+](CC(F)F)CCC(NC(Nc2c3ccccc3ccc2)=O)C1,O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1,O=C(NC1=CC=CC2=CC=CC=C12)NC1CC[NH+](CC(F)F)CC1,[O]=[C]([NH][c]1[cH][cH][cH][c]2[cH][cH][cH][cH][c]12)[NH][CH]1[CH2][CH2][NH+]([CH2][CH]([F])[F])[CH2][CH2]1,O=CNc1cccc2ccccc12NC1CC[NH+]CCFFCC1,O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1
"O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](c2cccc([N+](=O)[O-])c2)/C1=C(\O)c1cccs1
",0.9931,0.229061152,3.979495761,O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](c2cccc([N+](=O)[O-])c2)/C1=C(\O)c1cccs1,c1ccc(s1)/C(O)=C1/[C@H](c2cc([N+]([O-])=O)ccc2)N(CC[NH+]2CCOCC2)C(=O)C1=O,c1(sccc1)/C(=C1/[C@@H](N(C(=O)C1=O)CC[NH+]1CCOCC1)c1cc([N+]([O-])=O)ccc1)O,O=C1C(=O)N(CC[NH+]2CCOCC2)C(c2cccc([N+](=O)[O-])c2)C1=C(O)c1cccs1,O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](C2=CC=CC([N+](=O)[O-])=C2)/C1=C(\O)C1=CC=CS1,[O]=[C]1[C](=[O])[N]([CH2][CH2][NH+]2[CH2][CH2][O][CH2][CH2]2)[C@@H]([c]2[cH][cH][cH][c]([N+](=[O])[O-])[cH]2)/[C]1=[C](\[OH])[c]1[cH][cH][cH][s]1,O=C1C=ONCC[NH+]2CCOCC2[C@@H]c2cccc[N+]=O[O-]c2/C1=C\Oc1cccs1,O=C1C(=O)N(CC[NH+]2CCOCC2)[C@@H](c2cccc([N+](=O)[O-])c2)/C1=C(\O)c1cccs1
"CC[C@@H](C)N(CC)C(=O)c1ccccc1N
",2.5294,0.791203588,2.450161385,CC[C@@H](C)N(CC)C(=O)c1ccccc1N,c1ccc(N)c(C(=O)N([C@H](C)CC)CC)c1,[C@@H](CC)(N(C(=O)c1ccccc1N)CC)C,CCC(C)N(CC)C(=O)c1ccccc1N,CC[C@@H](C)N(CC)C(=O)C1=CC=CC=C1N,[CH3][CH2][C@@H]([CH3])[N]([CH2][CH3])[C](=[O])[c]1[cH][cH][cH][cH][c]1[NH2],CC[C@@H]CNCCC=Oc1ccccc1N,CC[C@@H](C)N(CC)C(=O)c1ccccc1N
"Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1
",3.74115,0.510936181,3.004354246,Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1,Cc1cc(C)c(C(=O)Cn2c(=S)n(c(N)n2)Nc2sccc2)c(C)c1,c1(C)c(c(C)cc(C)c1)C(Cn1c(n(c(N)n1)Nc1sccc1)=S)=O,Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1,CC1=CC(C)=C(C(=O)CN2N=C(N)N(NC3=CC=CS3)C2=S)C(C)=C1,[CH3][c]1[cH][c]([CH3])[c]([C](=[O])[CH2][n]2[n][c]([NH2])[n]([NH][c]3[cH][cH][cH][s]3)[c]2=[S])[c]([CH3])[cH]1,Cc1ccCcC=OCn2ncNnNc3cccs3c2=ScCc1,Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1
"C[C@H]1CN(C(=O)CC[C@H](C)c2ccccc2)C(C)(C)CO1
",3.5962,0.826169392,3.25065183,C[C@H]1CN(C(=O)CC[C@H](C)c2ccccc2)C(C)(C)CO1,O1[C@H](CN(C(C)(C1)C)C(CC[C@H](C)c1ccccc1)=O)C,c1ccccc1[C@@H](C)CCC(N1C(C)(CO[C@H](C1)C)C)=O,CC1CN(C(=O)CCC(C)c2ccccc2)C(C)(C)CO1,C[C@H]1CN(C(=O)CC[C@H](C)C2=CC=CC=C2)C(C)(C)CO1,[CH3][C@H]1[CH2][N]([C](=[O])[CH2][CH2][C@H]([CH3])[c]2[cH][cH][cH][cH][cH]2)[C]([CH3])([CH3])[CH2][O]1,C[C@H]1CNC=OCC[C@H]Cc2ccccc2CCCCO1,C[C@H]1CN(C(=O)CC[C@H](C)c2ccccc2)C(C)(C)CO1
